id,categorie,latitude,longitude,location,phone,price,rating,review_count,url,image_url
pushkin-san-francisco,russian,37.79098,-122.40384,"380 Bush St, San Francisco, CA 94104",(415) 901-3434,$,4.5,80,https://s3-media1.fl.yelpcdn.com/bphoto/Cu1-Iz1Qf_8ej-o9PZdShg/o.jpg,https://www.yelp.com/biz/pushkin-san-francisco?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
silk-road-san-francisco-2,russian,37.727893,-122.476854,"3251 20th Ave, San Francisco, CA 94132",(415) 374-0052,$,4.5,84,https://s3-media2.fl.yelpcdn.com/bphoto/MGeNNoWR1j5UHDSMbcf6Bw/o.jpg,https://www.yelp.com/biz/silk-road-san-francisco-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
babushka-russian-restaurant-and-deli-walnut-creek-2,russian,37.892999,-122.0575903,"1475 Newell Ave, Walnut Creek, CA 94596",(925) 210-0779,$$,4.5,310,https://s3-media3.fl.yelpcdn.com/bphoto/fEx7Cyi4MMHfu9IoobWhaw/o.jpg,https://www.yelp.com/biz/babushka-russian-restaurant-and-deli-walnut-creek-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
red-tavern-san-francisco,russian,37.782203,-122.483326,"2229 Clement St, San Francisco, CA 94121",(415) 750-9090,$$,4.0,249,https://s3-media1.fl.yelpcdn.com/bphoto/mwId-90gkddd7monALslyA/o.jpg,https://www.yelp.com/biz/red-tavern-san-francisco?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
eurasia-richmond,russian,37.93435,-122.32492,"12221 San Pablo Ave, Ste 6, Richmond, CA 94805",(510) 234-9898,$,3.5,93,https://s3-media2.fl.yelpcdn.com/bphoto/he8aINgSJTBCsNiTyExhDQ/o.jpg,https://www.yelp.com/biz/eurasia-richmond?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
katias-san-francisco,russian,37.77715,-122.46269,"600 5th Ave, San Francisco, CA 94118",(415) 668-9292,$$,4.0,248,https://s3-media2.fl.yelpcdn.com/bphoto/bQD6ZvhZRqc2uVrYktxCTg/o.jpg,https://www.yelp.com/biz/katias-san-francisco?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
beluga-san-francisco,russian,37.7801514,-122.476593,"5323 Geary Blvd, San Francisco, CA 94121",(415) 379-3903,$$$$,4.5,11,https://s3-media1.fl.yelpcdn.com/bphoto/mcxAUCDOQKMR0vAvXcF7qQ/o.jpg,https://www.yelp.com/biz/beluga-san-francisco?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
russian-renaissance-restaurant-san-francisco,russian,37.7801895141602,-122.475807189941,"5241 Geary Blvd, San Francisco, CA 94118",(415) 752-8558,$$,4.0,47,https://s3-media3.fl.yelpcdn.com/bphoto/HyhqJvy8T2Xiiq_WHk854A/o.jpg,https://www.yelp.com/biz/russian-renaissance-restaurant-san-francisco?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
angelines-louisiana-kitchen-berkeley,indian,37.8681812435389,-122.267604768276,"2261 Shattuck Ave, Berkeley, CA 94704",(510) 548-6900,$$,4.0,3634,https://s3-media3.fl.yelpcdn.com/bphoto/7JmU5f54Ga5mGEdmLwKt2A/o.jpg,https://www.yelp.com/biz/angelines-louisiana-kitchen-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
cheese-board-pizza-berkeley,indian,37.8798356,-122.2694873,"1512 Shattuck Ave, Berkeley, CA 94709",(510) 549-3183,$,4.5,4637,https://s3-media4.fl.yelpcdn.com/bphoto/UPF6ZVXgyeR63oycPnAh_A/o.jpg,https://www.yelp.com/biz/cheese-board-pizza-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
kiraku-berkeley,indian,37.863683,-122.258976,"2566B Telegraph Ave, Berkeley, CA 94704",(510) 848-2758,$$,4.5,785,https://s3-media4.fl.yelpcdn.com/bphoto/ACwDqcNdOIm6OIJ5wQnQiQ/o.jpg,https://www.yelp.com/biz/kiraku-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
eureka-berkeley-3,indian,37.8702369341339,-122.268460057676,"2068 Center St, Berkeley, CA 94704",(510) 809-8282,$$,4.0,1306,https://s3-media3.fl.yelpcdn.com/bphoto/bgNxOJQ71AxNdh4mhDF4WQ/o.jpg,https://www.yelp.com/biz/eureka-berkeley-3?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
koja-kitchen-berkeley-2,indian,37.8670846,-122.2587409,"2395 Telegraph Ave, Berkeley, CA 94704",(510) 962-5652,$,4.0,1294,https://s3-media1.fl.yelpcdn.com/bphoto/y-3Eho7xtwbjn9rW_anMtA/o.jpg,https://www.yelp.com/biz/koja-kitchen-berkeley-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
jupiter-berkeley,indian,37.86983,-122.26749,"2181 Shattuck Ave, Berkeley, CA 94704",(510) 843-8277,$$,4.0,2780,https://s3-media1.fl.yelpcdn.com/bphoto/B8rRuDSzKbPnW3jBOwXdZg/o.jpg,https://www.yelp.com/biz/jupiter-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
les-arceaux-berkeley-2,indian,37.87419,-122.26836,"1849 Shattuck Ave, Berkeley, CA 94709",(510) 859-3127,$$,3.5,16,https://s3-media2.fl.yelpcdn.com/bphoto/WfXZpIO5KAju9QEnTKE1Iw/o.jpg,https://www.yelp.com/biz/les-arceaux-berkeley-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
imm-thai-street-food-berkeley,indian,37.8719712048769,-122.269112840295,"2068 University Ave, Berkeley, CA 94704",(510) 898-1123,$,4.0,689,https://s3-media1.fl.yelpcdn.com/bphoto/DrhXpabuwPMDEne-_bF_sg/o.jpg,https://www.yelp.com/biz/imm-thai-street-food-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
la-note-berkeley-5,indian,37.8662142064674,-122.267341609173,"2377 Shattuck Ave, Berkeley, CA 94704",(510) 843-1525,$$,4.0,3022,https://s3-media3.fl.yelpcdn.com/bphoto/JALkbjMGELKBg8l3dIHqQg/o.jpg,https://www.yelp.com/biz/la-note-berkeley-5?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
gypsys-trattoria-italiano-berkeley,indian,37.868068,-122.258124,"2519 Durant Ave, Ste A, Berkeley, CA 94704",(510) 548-4860,$,4.0,1348,https://s3-media4.fl.yelpcdn.com/bphoto/fF1Ey-oqhZyk3im6kg3eWA/o.jpg,https://www.yelp.com/biz/gypsys-trattoria-italiano-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
toss-noodle-bar-berkeley,indian,37.8681334,-122.2679719,"2272 Shattuck Ave, Berkeley, CA 94704",(510) 845-8677,$,4.0,734,https://s3-media4.fl.yelpcdn.com/bphoto/pHGWgwSFFVUAnOE1CJcvjw/o.jpg,https://www.yelp.com/biz/toss-noodle-bar-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
ippuku-berkeley-2,indian,37.87027,-122.26702,"2130 Center St, Ste 101, Berkeley, CA 94704",(510) 665-1969,$$$,4.0,1086,https://s3-media2.fl.yelpcdn.com/bphoto/JJbIfTd7lwGafcqf2PtJWQ/o.jpg,https://www.yelp.com/biz/ippuku-berkeley-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
spoon-korean-bistro-berkeley,indian,37.8514925390482,-122.289982438087,"933 Ashby Ave, Berkeley, CA 94710",(510) 704-9555,$$,4.0,639,https://s3-media3.fl.yelpcdn.com/bphoto/FQjPrRQbkATcpciXMadKrw/o.jpg,https://www.yelp.com/biz/spoon-korean-bistro-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
gregoire-berkeley,indian,37.8785970706384,-122.268645902327,"2109 Cedar St, Berkeley, CA 94709",(510) 883-1893,$$,4.0,2030,https://s3-media1.fl.yelpcdn.com/bphoto/QcahkKGkwBparV4jO1Ccew/o.jpg,https://www.yelp.com/biz/gregoire-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
tharaphu-burmese-street-food-berkeley,indian,37.8714679364032,-122.26755523706,"2037 Shattuck Ave, Berkeley, CA 94704",(510) 356-4860,$,4.0,163,https://s3-media2.fl.yelpcdn.com/bphoto/-GOjecF8SE3ELA2tXiq6-g/o.jpg,https://www.yelp.com/biz/tharaphu-burmese-street-food-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
ippudo-berkeley,indian,37.87198,-122.26749,"2015 Shattuck Ave, Berkeley, CA 94704",(510) 666-8807,$$,3.5,440,https://s3-media3.fl.yelpcdn.com/bphoto/-EAdBGhD68_kjGpJmcXn5w/o.jpg,https://www.yelp.com/biz/ippudo-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
great-china-berkeley,indian,37.8676818865786,-122.26615783488,"2190 Bancroft Way, Berkeley, CA 94704",(510) 843-7996,$$,4.0,1695,https://s3-media2.fl.yelpcdn.com/bphoto/nqMkzssu897V0jMgtP2IAA/o.jpg,https://www.yelp.com/biz/great-china-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
gather-berkeley,indian,37.8694781027984,-122.266114248013,"2200 Oxford St, Berkeley, CA 94704",(510) 809-0400,$$,4.0,1976,https://s3-media2.fl.yelpcdn.com/bphoto/XwiV9HD8LRciCYCANDsUbA/o.jpg,https://www.yelp.com/biz/gather-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
la-marcha-tapas-bar-berkeley,indian,37.8686158247621,-122.292174473405,"2026 San Pablo Ave, Berkeley, CA 94702",(510) 647-9525,$$,4.0,354,https://s3-media2.fl.yelpcdn.com/bphoto/Oix1qrEyYSQwtjSjqpPB0Q/o.jpg,https://www.yelp.com/biz/la-marcha-tapas-bar-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
barbarian-pizza-bar-berkeley,indian,37.87173,-122.26867,"2012 Shattuck Ave, Berkeley, CA 94704",(510) 225-9683,$,4.5,26,https://s3-media1.fl.yelpcdn.com/bphoto/juMP3kMCZT8ajacE2Qmh6g/o.jpg,https://www.yelp.com/biz/barbarian-pizza-bar-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
tigerlily-berkeley-berkeley,indian,37.8797404028451,-122.26899094044,"1513 Shattuck Ave, Berkeley, CA 94709",(510) 540-7900,$$,4.0,403,https://s3-media1.fl.yelpcdn.com/bphoto/rOBTZfPYAxMa2Jels0fkNw/o.jpg,https://www.yelp.com/biz/tigerlily-berkeley-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
casa-latina-berkeley-2,indian,37.87154,-122.29259,"1805 San Pablo Ave, Berkeley, CA 94702",(510) 558-7177,$,4.5,741,https://s3-media3.fl.yelpcdn.com/bphoto/Phyokj6X3pBXbqLg2HuxBw/o.jpg,https://www.yelp.com/biz/casa-latina-berkeley-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
brazil-fresh-squeeze-cafe-berkeley,indian,37.872552852207,-122.26674645696,"2161 University Ave, Berkeley, CA 94704",(510) 845-8011,$,4.5,1158,https://s3-media4.fl.yelpcdn.com/bphoto/NiYp4yIc64LA4kTk_OrpDw/o.jpg,https://www.yelp.com/biz/brazil-fresh-squeeze-cafe-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
the-snack-shack-berkeley,indian,37.8755147371093,-122.259808405423,"2505 Hearst Ave, Berkeley, CA 94709",(510) 679-5171,$,4.0,110,https://s3-media2.fl.yelpcdn.com/bphoto/gVXKiJKtF0lcosvHyVJT0Q/o.jpg,https://www.yelp.com/biz/the-snack-shack-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
saha-berkeley,indian,37.8648936,-122.2674117,"2451 Shattuck Ave, Berkeley, CA 94704",(510) 900-2457,$$$,4.0,892,https://s3-media3.fl.yelpcdn.com/bphoto/Em33q4eyxxve3uyHFayB0w/o.jpg,https://www.yelp.com/biz/saha-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
smokes-poutinerie-berkeley,indian,37.86763,-122.25812,"2518 Durant Ave, Unit A, Berkeley, CA 94704",(510) 540-7500,$,4.0,683,https://s3-media1.fl.yelpcdn.com/bphoto/aLTOuVOe3Lc-h6Wx67lm0Q/o.jpg,https://www.yelp.com/biz/smokes-poutinerie-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
shihlin-taiwan-street-snacks-berkeley,indian,37.8682630277819,-122.258025721986,"2521 Durant Ave, Ste E, Berkeley, CA 94704",(510) 529-4166,$,4.0,52,https://s3-media3.fl.yelpcdn.com/bphoto/yrlwGEt906dWmd5hdfT6Lw/o.jpg,https://www.yelp.com/biz/shihlin-taiwan-street-snacks-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
bettes-oceanview-diner-berkeley,indian,37.87003,-122.30046,"1807 4th St, Berkeley, CA 94710",(510) 644-3230,$$,4.0,1763,https://s3-media4.fl.yelpcdn.com/bphoto/ReHkotck4HI88tQ55sdnjw/o.jpg,https://www.yelp.com/biz/bettes-oceanview-diner-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
super-super-restaurant-berkeley,indian,37.8776385324438,-122.295125238597,"1428 San Pablo Ave, Berkeley, CA 94702",(510) 559-7759,$,4.5,197,https://s3-media3.fl.yelpcdn.com/bphoto/oS16RKoUj39ACCwe8unaAw/o.jpg,https://www.yelp.com/biz/super-super-restaurant-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
900-grayson-berkeley-2,indian,37.8552798181772,-122.292307913303,"900 Grayson St, Berkeley, CA 94710",(510) 704-9900,$$,4.0,1823,https://s3-media1.fl.yelpcdn.com/bphoto/ZyKpoaGTM8yY2vGSNkuv9A/o.jpg,https://www.yelp.com/biz/900-grayson-berkeley-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
great-china-berkeley,chinese,37.8676818865786,-122.26615783488,"2190 Bancroft Way, Berkeley, CA 94704",(510) 843-7996,$$,4.0,1695,https://s3-media2.fl.yelpcdn.com/bphoto/nqMkzssu897V0jMgtP2IAA/o.jpg,https://www.yelp.com/biz/great-china-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
royal-rangoon-berkeley-2,chinese,37.858954,-122.259683,"2826 Telegraph Ave, Berkeley, CA 94705",(510) 647-9744,$$,4.0,519,https://s3-media2.fl.yelpcdn.com/bphoto/IhxqmmN09_lZf_7MmLUDBQ/o.jpg,https://www.yelp.com/biz/royal-rangoon-berkeley-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
sichuan-style-restaurant-berkeley,chinese,37.89146,-122.28256,"1699 Solano Ave, Berkeley, CA 94707",(510) 525-9890,$$,4.0,146,https://s3-media2.fl.yelpcdn.com/bphoto/-uTL8RnQF2HtrrsJZPlbeA/o.jpg,https://www.yelp.com/biz/sichuan-style-restaurant-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
chengdu-style-restaurant-berkeley,chinese,37.868766784668,-122.256561279297,"2600 Bancroft Way, Berkeley, CA 94704",(510) 845-5807,$$,3.5,237,https://s3-media2.fl.yelpcdn.com/bphoto/x7aCTAmShrysYnmK6N7eGg/o.jpg,https://www.yelp.com/biz/chengdu-style-restaurant-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
famous-bao-berkeley,chinese,37.8678231,-122.2600062,"2431 Durant Ave, Unit A, Berkeley, CA 94704",(510) 309-9249,$,3.5,212,https://s3-media3.fl.yelpcdn.com/bphoto/yLai2B9KUu3c_Gz00JAMrQ/o.jpg,https://www.yelp.com/biz/famous-bao-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
heat-cafe-berkeley-2,chinese,37.866149,-122.26794,"2364 Shattuck Ave, Berkeley, CA 94704",(510) 771-8822,$,4.0,109,https://s3-media2.fl.yelpcdn.com/bphoto/4chOIH6wjQlznX39Qhhq-w/o.jpg,https://www.yelp.com/biz/heat-cafe-berkeley-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
long-life-vegi-house-berkeley,chinese,37.8713898,-122.2766809,"1725 University Ave, Berkeley, CA 94703",(510) 845-6072,$,4.0,374,https://s3-media4.fl.yelpcdn.com/bphoto/lkYK_7-xYk9mbtXOdVr1iw/o.jpg,https://www.yelp.com/biz/long-life-vegi-house-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
dumpling-express-berkeley,chinese,37.8678855895996,-122.256851196289,"2328 Bowditch St, Berkeley, CA 94704",(510) 204-9283,$,3.5,269,https://s3-media2.fl.yelpcdn.com/bphoto/jpebGS31NcBZFenxNWqdkw/o.jpg,https://www.yelp.com/biz/dumpling-express-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
da-lian-berkeley,chinese,37.877052,-122.269053,"1674 Shattuck Ave, Berkeley, CA 94709",(510) 883-1883,$$,4.0,350,https://s3-media1.fl.yelpcdn.com/bphoto/SmcugoFQMNJjaeUS7TcVyg/o.jpg,https://www.yelp.com/biz/da-lian-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
vcafe-berkeley,chinese,37.87179,-122.26747,"2017 Shattuck Ave, Berkeley, CA 94704",(510) 981-1800,$$,3.5,72,https://s3-media2.fl.yelpcdn.com/bphoto/qBKTQKupK8liNrdORCARzQ/o.jpg,https://www.yelp.com/biz/vcafe-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
tai-san-restaurant-berkeley,chinese,37.85905,-122.2589,"2811 Telegraph Ave, Berkeley, CA 94705",(510) 841-6806,$,4.0,205,https://s3-media3.fl.yelpcdn.com/bphoto/a2CIu6i-GC1BEJOoIzQsTQ/o.jpg,https://www.yelp.com/biz/tai-san-restaurant-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
oriental-restaurant-berkeley,chinese,37.87515,-122.26896,"1782 Shattuck Ave, Berkeley, CA 94709",(510) 644-1005,$,4.0,343,https://s3-media2.fl.yelpcdn.com/bphoto/Y67IhnDEGgU-YrINiY6lBg/o.jpg,https://www.yelp.com/biz/oriental-restaurant-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
face-to-face-berkeley,chinese,37.8705620236861,-122.270486692159,"2109 Milvia St, Berkeley, CA 94704",(510) 798-8868,$,4.5,19,https://s3-media1.fl.yelpcdn.com/bphoto/lnyfd37osWskJYV0FAPx_w/o.jpg,https://www.yelp.com/biz/face-to-face-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
noodles-fresh-el-cerrito,chinese,37.9015,-122.30241,"10042 San Pablo Ave, El Cerrito, CA 94530",(510) 898-1710,$$,4.0,282,https://s3-media2.fl.yelpcdn.com/bphoto/Dv_cLMR3b2XJIgOmKPJGjg/o.jpg,https://www.yelp.com/biz/noodles-fresh-el-cerrito?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
shen-hua-berkeley,chinese,37.85798,-122.25337,"2914 College Ave, Berkeley, CA 94705",(510) 883-1777,$$,3.5,427,https://s3-media2.fl.yelpcdn.com/bphoto/rCAje3VS7KcW-FxES06PHQ/o.jpg,https://www.yelp.com/biz/shen-hua-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
shandong-restaurant-oakland,chinese,37.800552,-122.269977,"328 10th St, Oakland, CA 94607",(510) 839-2299,$$,4.0,2092,https://s3-media2.fl.yelpcdn.com/bphoto/5UfYZJYexZ5k3hm_DJ-trg/o.jpg,https://www.yelp.com/biz/shandong-restaurant-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
hong-kong-east-ocean-seafood-restaurant-emeryville,chinese,37.8372929629764,-122.31418132782,"3199 Powell St, Emeryville, CA 94608",(510) 655-3388,$$,3.5,1018,https://s3-media2.fl.yelpcdn.com/bphoto/dHNPvaL3NxUEnnlt7T7AgA/o.jpg,https://www.yelp.com/biz/hong-kong-east-ocean-seafood-restaurant-emeryville?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
king-yen-restaurant-berkeley,chinese,37.85625,-122.25266,"2995 College Ave, Berkeley, CA 94705",(510) 845-1286,$$,3.5,208,https://s3-media3.fl.yelpcdn.com/bphoto/F2vJl_rKJKn08iWZBxYjUQ/o.jpg,https://www.yelp.com/biz/king-yen-restaurant-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
imperial-tea-court-berkeley,chinese,37.87981,-122.26889,"1511 Shattuck Ave, Berkeley, CA 94709",(510) 540-8888,$$,3.5,320,https://s3-media4.fl.yelpcdn.com/bphoto/4gBpO7aqYNjqE7qqStdJCA/o.jpg,https://www.yelp.com/biz/imperial-tea-court-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
